Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7
http://purl.obolibrary.org/obo/HP_0001563,Fetal polyuria,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_0001563,,,,
http://purl.obolibrary.org/obo/HP_0012420,Meconium stained amniotic fluid,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_0012420,,,,
http://purl.obolibrary.org/obo/HP_0025700,Anhydramnios,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_0025700,,,,
http://purl.obolibrary.org/obo/HP_0034899,Abnormal amniotic fluid protein concentration,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_0034899,,,,
http://purl.obolibrary.org/obo/HP_6000341,Snowflake effect in amniotic cavity,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_6000341,,,,
http://purl.obolibrary.org/obo/HP_0005100,Premature birth following premature rupture of fetal membranes,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001622,http://purl.obolibrary.org/obo/HP_0005100,,,,
http://purl.obolibrary.org/obo/HP_0005267,Premature delivery because of cervical insufficiency or membrane fragility,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001622,http://purl.obolibrary.org/obo/HP_0005267,,,,
http://purl.obolibrary.org/obo/HP_0025664,Moderate to late preterm birth,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001622,http://purl.obolibrary.org/obo/HP_0025664,,,,
http://purl.obolibrary.org/obo/HP_0025665,Extremely preterm birth,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001622,http://purl.obolibrary.org/obo/HP_0025665,,,,
http://purl.obolibrary.org/obo/HP_0025666,Very preterm birth,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001622,http://purl.obolibrary.org/obo/HP_0025666,,,,
http://purl.obolibrary.org/obo/HP_0001623,Breech presentation,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001623,,,,
http://purl.obolibrary.org/obo/HP_0001788,Premature rupture of membranes,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001788,,,,
http://purl.obolibrary.org/obo/HP_0011410,Caesarian section,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011410,,,,
http://purl.obolibrary.org/obo/HP_0011411,Forceps delivery,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011411,,,,
http://purl.obolibrary.org/obo/HP_0011412,Ventouse delivery,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011412,,,,
http://purl.obolibrary.org/obo/HP_0011413,Shoulder dystocia,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011413,,,,
http://purl.obolibrary.org/obo/HP_0012498,Nuchal cord,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0012498,,,,
http://purl.obolibrary.org/obo/HP_0012541,Cephalohematoma,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0012541,,,,
http://purl.obolibrary.org/obo/HP_0030365,Vaginal birth after Caesarian,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0030365,,,,
http://purl.obolibrary.org/obo/HP_0030366,Delivery by Odon device,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0030366,,,,
http://purl.obolibrary.org/obo/HP_0030369,Induced vaginal delivery,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0030369,,,,
http://purl.obolibrary.org/obo/HP_0030449,Therapeutic abortion,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0030449,,,,
http://purl.obolibrary.org/obo/HP_0030918,Low 1-minute APGAR score,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,,,,
http://purl.obolibrary.org/obo/HP_0030919,Low 5-minute APGAR score,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,,,,
http://purl.obolibrary.org/obo/HP_0033467,Low 10-minute APGAR score,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,,,,
http://purl.obolibrary.org/obo/HP_0033335,Abnormal preimplantation embryonic development,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0033334,http://purl.obolibrary.org/obo/HP_0033335,,,,
http://purl.obolibrary.org/obo/HP_0034058,Abnormal fetal morphology,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,,,,
http://purl.obolibrary.org/obo/HP_0034059,Abnormal fetal physiology,2,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034059,,,,
http://purl.obolibrary.org/obo/HP_0001196,Short umbilical cord,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0001196,,,
http://purl.obolibrary.org/obo/HP_0011403,Abnormal umbilical cord blood vessel morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0011403,,,
http://purl.obolibrary.org/obo/HP_0011417,Long umbilical cord,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0011417,,,
http://purl.obolibrary.org/obo/HP_0011418,Abnormal insertion of umbilical cord,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0011418,,,
http://purl.obolibrary.org/obo/HP_0025657,Abnormal umbilical blood flow measurement,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0025657,,,
http://purl.obolibrary.org/obo/HP_0030654,Umbilical cord cyst,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0030654,,,
http://purl.obolibrary.org/obo/HP_0030655,Umbilical cord knot,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0030655,,,
http://purl.obolibrary.org/obo/HP_0030656,Umbilical vein varix,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0030656,,,
http://purl.obolibrary.org/obo/HP_0030657,Umbilical cord hematoma,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0030657,,,
http://purl.obolibrary.org/obo/HP_0032434,Delayed umbilical cord separation,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0032434,,,
http://purl.obolibrary.org/obo/HP_0032435,Neonatal omphalitis,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0032435,,,
http://purl.obolibrary.org/obo/HP_0410210,Abnormal cord blood measurement,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_0410210,,,
http://purl.obolibrary.org/obo/HP_6000329,Umbilical cord prolapse,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0010881,http://purl.obolibrary.org/obo/HP_6000329,,,
http://purl.obolibrary.org/obo/HP_0009775,Amniotic constriction ring,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0011409,http://purl.obolibrary.org/obo/HP_0009775,,,
http://purl.obolibrary.org/obo/HP_0025712,Spontaneous chorioamniotic separation,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0011409,http://purl.obolibrary.org/obo/HP_0025712,,,
http://purl.obolibrary.org/obo/HP_0030763,Amniotic Sheet,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0011409,http://purl.obolibrary.org/obo/HP_0030763,,,
http://purl.obolibrary.org/obo/HP_0033552,Chronic villitis,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0011409,http://purl.obolibrary.org/obo/HP_0033552,,,
http://purl.obolibrary.org/obo/HP_0011415,Calcified placenta,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0011415,,,
http://purl.obolibrary.org/obo/HP_0011416,Placental infarction,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0011416,,,
http://purl.obolibrary.org/obo/HP_0011419,Placental abruption,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0011419,,,
http://purl.obolibrary.org/obo/HP_0012767,Abnormal placental size,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0012767,,,
http://purl.obolibrary.org/obo/HP_0025652,Abnormal placental adhesion into the uterine wall,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0025652,,,
http://purl.obolibrary.org/obo/HP_0025719,Maternal vascular malperfusion,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0025719,,,
http://purl.obolibrary.org/obo/HP_0025729,Fetal vascular malperfusion,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0025729,,,
http://purl.obolibrary.org/obo/HP_0030714,Subchorionic thrombohematoma,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0030714,,,
http://purl.obolibrary.org/obo/HP_0030720,Subchorionic septal cyst,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0030720,,,
http://purl.obolibrary.org/obo/HP_0032165,Placental mesenchymal dysplasia,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0032165,,,
http://purl.obolibrary.org/obo/HP_0033042,Abnormal chorion morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0033042,,,
http://purl.obolibrary.org/obo/HP_0100768,Choriocarcinoma,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0100768,,,
http://purl.obolibrary.org/obo/HP_0100883,Chorangioma,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0100883,,,
http://purl.obolibrary.org/obo/HP_0430070,Placenta previa,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001194,http://purl.obolibrary.org/obo/HP_0100767,http://purl.obolibrary.org/obo/HP_0430070,,,
http://purl.obolibrary.org/obo/HP_0034900,Decreased amniotic fluid alpha-fetoprotein concentration,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001560,http://purl.obolibrary.org/obo/HP_0034899,http://purl.obolibrary.org/obo/HP_0034900,,,
http://purl.obolibrary.org/obo/HP_0010859,Frank breech presentation,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001623,http://purl.obolibrary.org/obo/HP_0010859,,,
http://purl.obolibrary.org/obo/HP_0010860,Complete breech presentation,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001623,http://purl.obolibrary.org/obo/HP_0010860,,,
http://purl.obolibrary.org/obo/HP_0010861,Incomplete breech presentation,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001623,http://purl.obolibrary.org/obo/HP_0010861,,,
http://purl.obolibrary.org/obo/HP_6000310,Preterm premature rupture of membranes,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0001788,http://purl.obolibrary.org/obo/HP_6000310,,,
http://purl.obolibrary.org/obo/HP_0030363,Primary Caesarian section,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011410,http://purl.obolibrary.org/obo/HP_0030363,,,
http://purl.obolibrary.org/obo/HP_0030364,Secondary Caesarian section,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0001787,http://purl.obolibrary.org/obo/HP_0011410,http://purl.obolibrary.org/obo/HP_0030364,,,
http://purl.obolibrary.org/obo/HP_0030927,1-minute APGAR score of 0,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030927,,,
http://purl.obolibrary.org/obo/HP_0030928,1-minute APGAR score of 1,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030928,,,
http://purl.obolibrary.org/obo/HP_0030929,1-minute APGAR score of 2,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030929,,,
http://purl.obolibrary.org/obo/HP_0030930,1-minute APGAR score of 3,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030930,,,
http://purl.obolibrary.org/obo/HP_0030931,1-minute APGAR score of 4,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030931,,,
http://purl.obolibrary.org/obo/HP_0030932,1-minute APGAR score of 5,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030932,,,
http://purl.obolibrary.org/obo/HP_0030933,1-minute APGAR score of 6,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030918,http://purl.obolibrary.org/obo/HP_0030933,,,
http://purl.obolibrary.org/obo/HP_0030920,5-minute APGAR score of 0,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030920,,,
http://purl.obolibrary.org/obo/HP_0030921,5-minute APGAR score of 1,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030921,,,
http://purl.obolibrary.org/obo/HP_0030922,5-minute APGAR score of 2,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030922,,,
http://purl.obolibrary.org/obo/HP_0030923,5-minute APGAR score of 3,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030923,,,
http://purl.obolibrary.org/obo/HP_0030924,5-minute APGAR score of 4,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030924,,,
http://purl.obolibrary.org/obo/HP_0030925,5-minute APGAR score of 5,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030925,,,
http://purl.obolibrary.org/obo/HP_0030926,5-minute APGAR score of 6,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0030919,http://purl.obolibrary.org/obo/HP_0030926,,,
http://purl.obolibrary.org/obo/HP_0033468,10-minute APGAR score of 0,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033468,,,
http://purl.obolibrary.org/obo/HP_0033469,10-minute APGAR score of 1,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033469,,,
http://purl.obolibrary.org/obo/HP_0033470,10-minute APGAR score of 2,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033470,,,
http://purl.obolibrary.org/obo/HP_0033471,10-minute APGAR score of 3,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033471,,,
http://purl.obolibrary.org/obo/HP_0033472,10-minute APGAR score of 4,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033472,,,
http://purl.obolibrary.org/obo/HP_0033473,10-minute APGAR score of 5,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033473,,,
http://purl.obolibrary.org/obo/HP_0033474,10-minute APGAR score of 6,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0030917,http://purl.obolibrary.org/obo/HP_0033467,http://purl.obolibrary.org/obo/HP_0033474,,,
http://purl.obolibrary.org/obo/HP_0032479,Preimplantation lethality,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0033334,http://purl.obolibrary.org/obo/HP_0033335,http://purl.obolibrary.org/obo/HP_0032479,,,
http://purl.obolibrary.org/obo/HP_0033336,Zygotic cleavage failure,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0033334,http://purl.obolibrary.org/obo/HP_0033335,http://purl.obolibrary.org/obo/HP_0033336,,,
http://purl.obolibrary.org/obo/HP_0033712,Repeated implantation failure,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0033334,http://purl.obolibrary.org/obo/HP_0033335,http://purl.obolibrary.org/obo/HP_0033712,,,
http://purl.obolibrary.org/obo/HP_4000008,Formation of multiple pronuclei during fertilization,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0033334,http://purl.obolibrary.org/obo/HP_0033335,http://purl.obolibrary.org/obo/HP_4000008,,,
http://purl.obolibrary.org/obo/HP_0001789,Hydrops fetalis,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0001789,,,
http://purl.obolibrary.org/obo/HP_0010948,Abnormal fetal cardiovascular morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0010948,,,
http://purl.obolibrary.org/obo/HP_0011425,Fetal ultrasound soft marker,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0011425,,,
http://purl.obolibrary.org/obo/HP_0025662,Abnormal fetal skeletal morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0025662,,,
http://purl.obolibrary.org/obo/HP_0025667,Fetal neck anomaly,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0025667,,,
http://purl.obolibrary.org/obo/HP_0025723,Abnormal fetal skin morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0025723,,,
http://purl.obolibrary.org/obo/HP_0034206,Abnormal fetal central nervous system morphology,3,http://purl.obolibrary.org/obo/HP_0001197,http://purl.obolibrary.org/obo/HP_0034057,http://purl.obolibrary.org/obo/HP_0034058,http://purl.obolibrary.org/obo/HP_0034206,,,
