Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10
http://purl.obolibrary.org/obo/HP_0032226,Abnormal sebaceous gland morphology,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0032226,,,,,,,
http://purl.obolibrary.org/obo/HP_0000970,Anhidrosis,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0000970,,,,,,,
http://purl.obolibrary.org/obo/HP_0007451,Ipsilateral lack of facial sweating,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0007451,,,,,,,
http://purl.obolibrary.org/obo/HP_0007459,Generalized anhidrosis,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0007459,,,,,,,
http://purl.obolibrary.org/obo/HP_0007550,Hypohidrosis or hyperhidrosis,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0007550,,,,,,,
http://purl.obolibrary.org/obo/HP_0025277,Gustatory sweating,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0025277,,,,,,,
http://purl.obolibrary.org/obo/HP_0025278,Cold-induced sweating,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_0025278,,,,,,,
http://purl.obolibrary.org/obo/HP_6000958,Excessive piloerection,2,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0025276,http://purl.obolibrary.org/obo/HP_6000958,,,,,,,
http://purl.obolibrary.org/obo/HP_0001031,Subcutaneous lipoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0001031,,,,,,
http://purl.obolibrary.org/obo/HP_0001067,Neurofibroma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0001067,,,,,,
http://purl.obolibrary.org/obo/HP_0002671,Basal cell carcinoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0002671,,,,,,
http://purl.obolibrary.org/obo/HP_0002860,Squamous cell carcinoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0002860,,,,,,
http://purl.obolibrary.org/obo/HP_0006755,Cutaneous leiomyosarcoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0006755,,,,,,
http://purl.obolibrary.org/obo/HP_0006769,Myxoid subcutaneous tumors,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0006769,,,,,,
http://purl.obolibrary.org/obo/HP_0006773,Cutaneous angiolipomas,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0006773,,,,,,
http://purl.obolibrary.org/obo/HP_0007437,Multiple cutaneous leiomyomas,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0007437,,,,,,
http://purl.obolibrary.org/obo/HP_0007541,Frontal cutaneous lipoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0007541,,,,,,
http://purl.obolibrary.org/obo/HP_0007606,Multiple cutaneous malignancies,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0007606,,,,,,
http://purl.obolibrary.org/obo/HP_0007620,Cutaneous leiomyoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0007620,,,,,,
http://purl.obolibrary.org/obo/HP_0009593,Peripheral schwannoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0009593,,,,,,
http://purl.obolibrary.org/obo/HP_0009720,Adenoma sebaceum,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0009720,,,,,,
http://purl.obolibrary.org/obo/HP_0012035,Steatocystoma multiplex,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0012035,,,,,,
http://purl.obolibrary.org/obo/HP_0012056,Cutaneous melanoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0012056,,,,,,
http://purl.obolibrary.org/obo/HP_0012740,Papilloma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0012740,,,,,,
http://purl.obolibrary.org/obo/HP_0025127,Actinic keratosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0025127,,,,,,
http://purl.obolibrary.org/obo/HP_0025432,Acanthoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0025432,,,,,,
http://purl.obolibrary.org/obo/HP_0030428,Cutaneous myxoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0030428,,,,,,
http://purl.obolibrary.org/obo/HP_0030436,Fibrofolliculoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0030436,,,,,,
http://purl.obolibrary.org/obo/HP_0030447,Merkel cell skin cancer,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0030447,,,,,,
http://purl.obolibrary.org/obo/HP_0031018,Eccrine syringofibroadenoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0031018,,,,,,
http://purl.obolibrary.org/obo/HP_0031287,Seborrheic keratosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0031287,,,,,,
http://purl.obolibrary.org/obo/HP_0031525,Keratoacanthoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0031525,,,,,,
http://purl.obolibrary.org/obo/HP_0031549,Lymphocytoma cutis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0031549,,,,,,
http://purl.obolibrary.org/obo/HP_0032225,Perifollicular fibroma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0032225,,,,,,
http://purl.obolibrary.org/obo/HP_0034720,Self-healing squamous epithelioma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0034720,,,,,,
http://purl.obolibrary.org/obo/HP_0100726,Kaposi's sarcoma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0100726,,,,,,
http://purl.obolibrary.org/obo/HP_0200151,Cutaneous mastocytosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0008069,http://purl.obolibrary.org/obo/HP_0200151,,,,,,
http://purl.obolibrary.org/obo/HP_0000958,Dry skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0000958,,,,,,
http://purl.obolibrary.org/obo/HP_0000980,Pallor,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0000980,,,,,,
http://purl.obolibrary.org/obo/HP_0001000,Abnormality of skin pigmentation,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0001000,,,,,,
http://purl.obolibrary.org/obo/HP_0001029,Poikiloderma,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0001029,,,,,,
http://purl.obolibrary.org/obo/HP_0001072,Thickened skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0001072,,,,,,
http://purl.obolibrary.org/obo/HP_0008066,Abnormal blistering of the skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0008066,,,,,,
http://purl.obolibrary.org/obo/HP_0010647,Abnormal elasticity of skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0010647,,,,,,
http://purl.obolibrary.org/obo/HP_0010648,Dermal translucency,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0010648,,,,,,
http://purl.obolibrary.org/obo/HP_0011124,Abnormal epidermal morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0011124,,,,,,
http://purl.obolibrary.org/obo/HP_0011354,Generalized abnormality of skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0011354,,,,,,
http://purl.obolibrary.org/obo/HP_0011355,Localized skin lesion,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0011355,,,,,,
http://purl.obolibrary.org/obo/HP_0011356,Regional abnormality of skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0011356,,,,,,
http://purl.obolibrary.org/obo/HP_0025082,Abnormal cutaneous elastic fiber morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0025082,,,,,,
http://purl.obolibrary.org/obo/HP_0025723,Abnormal fetal skin morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0025723,,,,,,
http://purl.obolibrary.org/obo/HP_0030053,Stiff skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0030053,,,,,,
http://purl.obolibrary.org/obo/HP_0030764,Ochronosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0030764,,,,,,
http://purl.obolibrary.org/obo/HP_0031512,Abnormal cutaneous collagen fibril morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0031512,,,,,,
http://purl.obolibrary.org/obo/HP_0031538,Abnormal dermoepidermal junction morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0031538,,,,,,
http://purl.obolibrary.org/obo/HP_0032007,Maceration,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0032007,,,,,,
http://purl.obolibrary.org/obo/HP_0032152,Keratosis pilaris,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0032152,,,,,,
http://purl.obolibrary.org/obo/HP_0032178,Flaky paint dermatosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0032178,,,,,,
http://purl.obolibrary.org/obo/HP_0032674,Cutaneous wound,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0032674,,,,,,
http://purl.obolibrary.org/obo/HP_0034067,Tonofilament clumping,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0034067,,,,,,
http://purl.obolibrary.org/obo/HP_0034572,Pigment incontinence,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0034572,,,,,,
http://purl.obolibrary.org/obo/HP_0034640,Skin infectious agent,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0034640,,,,,,
http://purl.obolibrary.org/obo/HP_0034643,Dermal immune complex deposition,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0034643,,,,,,
http://purl.obolibrary.org/obo/HP_0034924,Abnormal dermis morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0034924,,,,,,
http://purl.obolibrary.org/obo/HP_0100725,Lichenification,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_0100725,,,,,,
http://purl.obolibrary.org/obo/HP_6000303,Decreased skin turgor,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011121,http://purl.obolibrary.org/obo/HP_6000303,,,,,,
http://purl.obolibrary.org/obo/HP_0000989,Pruritus,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0000989,,,,,,
http://purl.obolibrary.org/obo/HP_0011123,Inflammatory abnormality of the skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0011123,,,,,,
http://purl.obolibrary.org/obo/HP_0025531,Harlequin phenomenon,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0025531,,,,,,
http://purl.obolibrary.org/obo/HP_0025532,Positive pathergy test,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0025532,,,,,,
http://purl.obolibrary.org/obo/HP_0030331,Impaired stimulus-induced skin wrinkling,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0030331,,,,,,
http://purl.obolibrary.org/obo/HP_0032162,Unusual skin infection,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_0032162,,,,,,
http://purl.obolibrary.org/obo/HP_6000724,Auspitz sign,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_6000724,,,,,,
http://purl.obolibrary.org/obo/HP_6000725,Salty tasting skin,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_6000725,,,,,,
http://purl.obolibrary.org/obo/HP_6000933,Koebner Phenomenon,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0011122,http://purl.obolibrary.org/obo/HP_6000933,,,,,,
http://purl.obolibrary.org/obo/HP_0007468,Perifollicular hyperkeratosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0031285,http://purl.obolibrary.org/obo/HP_0007468,,,,,,
http://purl.obolibrary.org/obo/HP_0030054,Perifollicular fibrosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0031285,http://purl.obolibrary.org/obo/HP_0030054,,,,,,
http://purl.obolibrary.org/obo/HP_0031286,Perifollicular erythema,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0000951,http://purl.obolibrary.org/obo/HP_0031285,http://purl.obolibrary.org/obo/HP_0031286,,,,,,
http://purl.obolibrary.org/obo/HP_0007500,Decreased number of sweat glands,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0000971,http://purl.obolibrary.org/obo/HP_0007500,,,,,,
http://purl.obolibrary.org/obo/HP_0011135,Aplasia/Hypoplasia of the sweat glands,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0000971,http://purl.obolibrary.org/obo/HP_0011135,,,,,,
http://purl.obolibrary.org/obo/HP_0034426,Chromhidrosis,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0000971,http://purl.obolibrary.org/obo/HP_0034426,,,,,,
http://purl.obolibrary.org/obo/HP_0000499,Abnormal eyelash morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0000499,,,,,,
http://purl.obolibrary.org/obo/HP_0000534,Abnormal eyebrow morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0000534,,,,,,
http://purl.obolibrary.org/obo/HP_0002552,Trichodysplasia,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0002552,,,,,,
http://purl.obolibrary.org/obo/HP_0003328,Abnormal hairshaft morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0003328,,,,,,
http://purl.obolibrary.org/obo/HP_0009887,Abnormality of hair pigmentation,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0009887,,,,,,
http://purl.obolibrary.org/obo/HP_0009888,Abnormality of secondary sexual hair,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0009888,,,,,,
http://purl.obolibrary.org/obo/HP_0010719,Abnormality of hair texture,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0010719,,,,,,
http://purl.obolibrary.org/obo/HP_0010720,Abnormal hair pattern,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0010720,,,,,,
http://purl.obolibrary.org/obo/HP_0011362,Abnormal hair quantity,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0011362,,,,,,
http://purl.obolibrary.org/obo/HP_0040170,Abnormality of hair growth,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0040170,,,,,,
http://purl.obolibrary.org/obo/HP_0100037,Abnormality of the scalp hair,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001595,http://purl.obolibrary.org/obo/HP_0100037,,,,,,
http://purl.obolibrary.org/obo/HP_0001231,Abnormal fingernail morphology,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001597,http://purl.obolibrary.org/obo/HP_0001231,,,,,,
http://purl.obolibrary.org/obo/HP_0001232,Nail bed telangiectasia,3,http://purl.obolibrary.org/obo/HP_0001574,http://purl.obolibrary.org/obo/HP_0011138,http://purl.obolibrary.org/obo/HP_0001597,http://purl.obolibrary.org/obo/HP_0001232,,,,,,
