Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11
http://purl.obolibrary.org/obo/HP_0020170,Increased blood drug concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0020169,http://purl.obolibrary.org/obo/HP_0020170,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020171,Decreased blood drug concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0020169,http://purl.obolibrary.org/obo/HP_0020171,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020172,Adverse drug response,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0020169,http://purl.obolibrary.org/obo/HP_0020172,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020173,Reduced drug efficacy,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0020169,http://purl.obolibrary.org/obo/HP_0020173,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020174,Refractory drug response,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0020169,http://purl.obolibrary.org/obo/HP_0020174,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003565,Elevated erythrocyte sedimentation rate,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025021,http://purl.obolibrary.org/obo/HP_0003565,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025022,Decreased erythrocyte sedimentation rate,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025021,http://purl.obolibrary.org/obo/HP_0025022,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009709,Increased CSF interferon alpha,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0009709,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012446,Decreased CSF 5-methyltetrahydrofolate concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0012446,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012654,Abnormal CSF dopamine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0012654,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025455,Decreased CSF 5-hydroxyindolacetic acid concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0025455,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030085,Abnormal CSF lactate concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0030085,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031884,Abnormal CSF glucose concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0031884,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032274,Increased CSF N-acetylaspartic acid concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0032274,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033503,Elevated CSF fumarate concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0033503,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034200,Abnormal CSF homovanillic acid concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034200,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034455,Increased CSF taurine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034455,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034460,Increased CSF uracil concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034460,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034462,Increased CSF L-alloisoleucine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034462,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034597,Decreased CSF creatinine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034597,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034723,Elevated CSF hydroxyproline concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034723,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034872,Decreased CSF epinephrine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034872,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034877,Decreased CSF metanephrine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0034877,,,,,,,,
http://purl.obolibrary.org/obo/HP_0040203,Abnormal CSF neopterin concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0040203,,,,,,,,
http://purl.obolibrary.org/obo/HP_0040207,Abnormal CSF pterin concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0040207,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410056,Decreased CSF erythritol concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0410056,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410058,Increased CSF D-threitol concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0410058,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410071,Increased CSF ribitol concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0410071,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410073,Increased CSF ribose concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0410073,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410075,Increased CSF xylitol concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0410075,,,,,,,,
http://purl.obolibrary.org/obo/HP_0500117,Abnormal CSF urate concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0500117,,,,,,,,
http://purl.obolibrary.org/obo/HP_0500183,Abnormal CSF carboxylic acid concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_0500183,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000203,Elevated CSF cholestanol concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000203,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000204,Elevated CSF apolipoprotein B concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000204,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000206,Reduced CSF pyridoxal-5'-phosphate concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000206,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000207,Elevated CSF thymine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000207,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000208,Elevated CSF 5-hydroxymethyluracil concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000208,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000209,Elevated CSF N-carbamyl-beta-aminoisobutyric acid concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000209,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000210,Elevated CSF N-carbamyl-beta-alanine concentration,2,http://purl.obolibrary.org/obo/HP_0001939,http://purl.obolibrary.org/obo/HP_0025454,http://purl.obolibrary.org/obo/HP_6000210,,,,,,,,
