Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11,Path Node 12,Path Node 13
http://purl.obolibrary.org/obo/HP_0004493,Craniofacial hyperostosis,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0004493,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005346,Abnormal facial expression,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0005346,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011799,Abnormality of facial soft tissue,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0011799,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410013,Abnormality of the submandibular region,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0410013,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000235,Abnormal cranial suture/fontanelle morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0000235,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000240,Abnormality of skull size,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0000240,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000264,Abnormal mastoid morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0000264,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002679,Abnormal sella turcica morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002679,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002683,Abnormal calvaria morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002683,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002693,Abnormal skull base morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002693,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002699,Abnormal foramen magnum morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002699,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002703,Abnormality of skull ossification,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0002703,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009116,Aplasia/Hypoplasia involving bones of the skull,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009116,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009911,Abnormal temporal bone morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0009911,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011815,Cephalocele,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011815,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011821,Abnormal facial skeleton morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0011821,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0041082,Fractured skull,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_0041082,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000030,Abnormal morphology of bony orbit of skull,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000929,http://purl.obolibrary.org/obo/HP_3000030,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001043,Prominent scalp veins,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0001043,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010541,Cutis gyrata of scalp,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0010541,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100037,Abnormality of the scalp hair,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0100037,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100809,Scalp tenderness,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_0100809,,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000726,Scalp nodule,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_6000726,,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000959,Scalp edema,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0001965,http://purl.obolibrary.org/obo/HP_6000959,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000630,Abnormal retinal artery morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_0000630,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000043,Abnormal facial vein morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000043,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000054,Abnormal inferior alveolar artery morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000054,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000062,Abnormal internal carotid artery morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000062,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000065,Abnormal lacrimal artery morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000065,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000074,Abnormal lingual artery morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_3000036,http://purl.obolibrary.org/obo/HP_3000074,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000202,Orofacial cleft,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_5201015,http://purl.obolibrary.org/obo/HP_0000202,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000465,Webbed neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000465,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000468,Increased adipose tissue around the neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000468,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000470,Short neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000470,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000472,Long neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000472,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000475,Broad neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000475,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000476,Cystic hygroma,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0000476,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002162,Low posterior hairline,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0002162,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005989,Redundant neck skin,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0005989,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008984,Neck muscle hypoplasia,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0008984,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009794,Branchial anomaly,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0009794,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011006,Abnormal morphology of the musculature of the neck,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0011006,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025667,Fetal neck anomaly,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_0025667,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000037,Abnormal neck blood vessel morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_3000037,,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000067,Abnormal lateral cricoarytenoid muscle morphology,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_3000067,,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000174,Lateral neck mass,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_6000174,,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000176,Anterior neck swelling,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025668,http://purl.obolibrary.org/obo/HP_6000176,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005986,Limitation of neck motion,3,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000464,http://purl.obolibrary.org/obo/HP_0025669,http://purl.obolibrary.org/obo/HP_0005986,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000157,Abnormality of the tongue,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000153,http://purl.obolibrary.org/obo/HP_0000157,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031815,Abnormal oral physiology,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000153,http://purl.obolibrary.org/obo/HP_0031815,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031816,Abnormal oral morphology,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000153,http://purl.obolibrary.org/obo/HP_0031816,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000337,Broad forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000337,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000340,Sloping forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000340,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000341,Narrow forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000341,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000348,High forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000348,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000350,Small forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000350,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000599,Abnormality of the frontal hairline,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0000599,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002003,Large forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0002003,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002007,Frontal bossing,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0002007,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002056,Abnormality of the glabella,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0002056,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004425,Flat forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0004425,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005336,Forehead hyperpigmentation,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0005336,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005556,Abnormality of the metopic suture,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0005556,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011220,Prominent forehead,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0011220,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011221,Vertical forehead creases,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0011221,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011335,Frontal hirsutism,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_0011335,,,,,,,,
http://purl.obolibrary.org/obo/HP_3000004,Abnormal frontalis muscle physiology,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/HP_3000004,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0000303,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000307,Pointed chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0000307,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000331,Short chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0000331,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010751,Dimple chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0010751,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011323,Cleft of chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0011323,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011822,Broad chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0011822,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011823,Chin with horizontal crease,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0011823,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011824,Chin with H-shaped crease,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0011824,,,,,,,,
http://purl.obolibrary.org/obo/HP_0400000,Tall chin,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0400000,,,,,,,,
http://purl.obolibrary.org/obo/HP_0400001,Chin with vertical crease,4,http://purl.obolibrary.org/obo/HP_0000152,http://purl.obolibrary.org/obo/HP_0000234,http://purl.obolibrary.org/obo/HP_0000271,http://purl.obolibrary.org/obo/HP_0000306,http://purl.obolibrary.org/obo/HP_0400001,,,,,,,,
