Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8
http://purl.obolibrary.org/obo/HP_0004459,Exostosis of the external auditory canal,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0004459,,,
http://purl.obolibrary.org/obo/HP_0030787,Cerumen abnormality,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0030787,,,
http://purl.obolibrary.org/obo/HP_0410017,Otitis externa,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000372,http://purl.obolibrary.org/obo/HP_0410017,,,
http://purl.obolibrary.org/obo/HP_0000357,Abnormal location of ears,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000357,,,
http://purl.obolibrary.org/obo/HP_0000363,Abnormal earlobe morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000363,,,
http://purl.obolibrary.org/obo/HP_0000378,Cupped ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000378,,,
http://purl.obolibrary.org/obo/HP_0000394,Lop ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000394,,,
http://purl.obolibrary.org/obo/HP_0000400,Macrotia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000400,,,
http://purl.obolibrary.org/obo/HP_0000411,Protruding ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0000411,,,
http://purl.obolibrary.org/obo/HP_0005103,Calcification of the auricular cartilage,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0005103,,,
http://purl.obolibrary.org/obo/HP_0008605,Unilateral external ear deformity,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0008605,,,
http://purl.obolibrary.org/obo/HP_0008608,Hypertrophic auricular cartilage,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0008608,,,
http://purl.obolibrary.org/obo/HP_0009738,Abnormal antihelix morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009738,,,
http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009893,,,
http://purl.obolibrary.org/obo/HP_0009894,Thickened ears,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009894,,,
http://purl.obolibrary.org/obo/HP_0009896,Abnormal antitragus morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009896,,,
http://purl.obolibrary.org/obo/HP_0009901,Crumpled ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009901,,,
http://purl.obolibrary.org/obo/HP_0009912,Abnormal tragus morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0009912,,,
http://purl.obolibrary.org/obo/HP_0010722,Asymmetry of the ears,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0010722,,,
http://purl.obolibrary.org/obo/HP_0010723,Cystic lesions of the pinnae,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0010723,,,
http://purl.obolibrary.org/obo/HP_0011039,Abnormal helix morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0011039,,,
http://purl.obolibrary.org/obo/HP_0011252,Cryptotia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0011252,,,
http://purl.obolibrary.org/obo/HP_0020206,Simple ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0020206,,,
http://purl.obolibrary.org/obo/HP_0030021,Auricular tag,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030021,,,
http://purl.obolibrary.org/obo/HP_0030022,Question mark ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030022,,,
http://purl.obolibrary.org/obo/HP_0030023,Quelprud nodule,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030023,,,
http://purl.obolibrary.org/obo/HP_0030025,Auricular pit,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030025,,,
http://purl.obolibrary.org/obo/HP_0030676,Satyr ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030676,,,
http://purl.obolibrary.org/obo/HP_0030677,Mozart ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0030677,,,
http://purl.obolibrary.org/obo/HP_0040112,Abnormal number of tubercles,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0040112,,,
http://purl.obolibrary.org/obo/HP_0100687,Polyotia,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0100687,,,
http://purl.obolibrary.org/obo/HP_0100830,Round ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0100830,,,
http://purl.obolibrary.org/obo/HP_0200047,Chondritis of pinna,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0200047,,,
http://purl.obolibrary.org/obo/HP_0400002,Extra concha fold,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0400002,,,
http://purl.obolibrary.org/obo/HP_0400004,Long ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0400004,,,
http://purl.obolibrary.org/obo/HP_0400005,Short ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_0400005,,,
http://purl.obolibrary.org/obo/HP_3000022,Abnormality of cartilage of external ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_3000022,,,
http://purl.obolibrary.org/obo/HP_6000772,Auriculitis,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0000377,http://purl.obolibrary.org/obo/HP_6000772,,,
http://purl.obolibrary.org/obo/HP_6000172,Tympanic membrane bulging,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040090,http://purl.obolibrary.org/obo/HP_6000172,,,
http://purl.obolibrary.org/obo/HP_6000183,Thickened tympanic membrane,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040090,http://purl.obolibrary.org/obo/HP_6000183,,,
http://purl.obolibrary.org/obo/HP_6000422,Tympanic membrane bulla,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040090,http://purl.obolibrary.org/obo/HP_6000422,,,
http://purl.obolibrary.org/obo/HP_6000459,Retracted tympanic membrane,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040090,http://purl.obolibrary.org/obo/HP_6000459,,,
http://purl.obolibrary.org/obo/HP_0040097,Neoplasm of the ceruminal gland,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040095,http://purl.obolibrary.org/obo/HP_0040097,,,
http://purl.obolibrary.org/obo/HP_0040098,Basalioma of the outer ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000356,http://purl.obolibrary.org/obo/HP_0040095,http://purl.obolibrary.org/obo/HP_0040098,,,
http://purl.obolibrary.org/obo/HP_0000375,Abnormal cochlea morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/HP_0000375,,,
http://purl.obolibrary.org/obo/HP_0011376,Abnormal morphology of the vestibule of the inner ear,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/HP_0011376,,,
http://purl.obolibrary.org/obo/HP_0011384,Abnormality of the internal auditory canal,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/HP_0011384,,,
http://purl.obolibrary.org/obo/HP_0011391,Abnormal inner ear nerve morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/HP_0011391,,,
http://purl.obolibrary.org/obo/HP_3000002,Abnormal inner ear epithelium morphology,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0011390,http://purl.obolibrary.org/obo/HP_3000002,,,
http://purl.obolibrary.org/obo/HP_0009588,Vestibular schwannoma,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0040096,http://purl.obolibrary.org/obo/HP_0009588,,,
http://purl.obolibrary.org/obo/HP_0030393,Endolymphatic sac tumor,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000359,http://purl.obolibrary.org/obo/HP_0040096,http://purl.obolibrary.org/obo/HP_0030393,,,
http://purl.obolibrary.org/obo/HP_0000388,Otitis media,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/HP_0000388,,,
http://purl.obolibrary.org/obo/HP_0004452,Abnormality of the middle ear ossicles,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/HP_0004452,,,
http://purl.obolibrary.org/obo/HP_0009797,Cholesteatoma,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/HP_0009797,,,
http://purl.obolibrary.org/obo/HP_0011475,Persistent stapedial artery,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/HP_0011475,,,
http://purl.obolibrary.org/obo/HP_0020123,Tympanosclerosis,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0008609,http://purl.obolibrary.org/obo/HP_0020123,,,
http://purl.obolibrary.org/obo/HP_0000405,Conductive hearing impairment,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0011452,http://purl.obolibrary.org/obo/HP_0000405,,,
http://purl.obolibrary.org/obo/HP_0004454,Abnormal middle ear reflexes,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0011452,http://purl.obolibrary.org/obo/HP_0004454,,,
http://purl.obolibrary.org/obo/HP_0040116,Aplasia of the Eustachian tube,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0040115,http://purl.obolibrary.org/obo/HP_0040116,,,
http://purl.obolibrary.org/obo/HP_0040117,Atresia of the Eustachian tube,4,http://purl.obolibrary.org/obo/HP_0000598,http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/HP_0000370,http://purl.obolibrary.org/obo/HP_0040115,http://purl.obolibrary.org/obo/HP_0040117,,,
