Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9
http://purl.obolibrary.org/obo/HP_0001392,Abnormality of the liver,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001392,,,,,,
http://purl.obolibrary.org/obo/HP_0001732,Abnormality of the pancreas,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001732,,,,,,
http://purl.obolibrary.org/obo/HP_0001743,Abnormality of the spleen,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001743,,,,,,
http://purl.obolibrary.org/obo/HP_0002585,Abnormal peritoneum morphology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,,,,,,
http://purl.obolibrary.org/obo/HP_0011620,Abnormality of abdominal situs,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0011620,,,,,,
http://purl.obolibrary.org/obo/HP_0100016,Abnormal mesentery morphology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0100016,,,,,,
http://purl.obolibrary.org/obo/HP_6000285,Retroperitoneal mass,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_6000285,,,,,,
http://purl.obolibrary.org/obo/HP_0001551,Abnormal umbilicus morphology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,,,,,,
http://purl.obolibrary.org/obo/HP_0004392,Prune belly,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0004392,,,,,,
http://purl.obolibrary.org/obo/HP_0010866,Abdominal wall defect,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010866,,,,,,
http://purl.obolibrary.org/obo/HP_0010991,Abnormal morphology of the abdominal musculature,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010991,,,,,,
http://purl.obolibrary.org/obo/HP_0034361,Redundant umbilical skin,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0034361,,,,,,
http://purl.obolibrary.org/obo/HP_0100548,Exstrophy,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0100548,,,,,,
http://purl.obolibrary.org/obo/HP_6000171,Abdominal wall mass,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_6000171,,,,,,
http://purl.obolibrary.org/obo/HP_6000913,Swelling of inguinal region,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_6000913,,,,,,
http://purl.obolibrary.org/obo/HP_0032186,Anal neoplasm,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0032186,,,,,,
http://purl.obolibrary.org/obo/HP_0034915,Abnormal anus morphology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,,,,,,
http://purl.obolibrary.org/obo/HP_0034916,Abnormal anus physiology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034916,,,,,,
http://purl.obolibrary.org/obo/HP_0007378,Neoplasm of the gastrointestinal tract,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,,,,,,
http://purl.obolibrary.org/obo/HP_0012718,Abnormal gastrointestinal tract morphology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0012718,,,,,,
http://purl.obolibrary.org/obo/HP_0012719,Functional abnormality of the gastrointestinal tract,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0012719,,,,,,
http://purl.obolibrary.org/obo/HP_0002024,Malabsorption,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0002024,,,,,,
http://purl.obolibrary.org/obo/HP_0002578,Gastroparesis,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0002578,,,,,,
http://purl.obolibrary.org/obo/HP_0011458,Abdominal symptom,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0011458,,,,,,
http://purl.obolibrary.org/obo/HP_0012700,Abnormal large intestine physiology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0012700,,,,,,
http://purl.obolibrary.org/obo/HP_0025155,Abnormality of hepatobiliary system physiology,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0025155,,,,,,
http://purl.obolibrary.org/obo/HP_0025156,Dependency on intravenous nutrition,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_0025156,,,,,,
http://purl.obolibrary.org/obo/HP_6000863,Elevated serum-ascites albumin gradient (SAAG),2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025032,http://purl.obolibrary.org/obo/HP_6000863,,,,,,
http://purl.obolibrary.org/obo/HP_0031685,Abnormal stool composition,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0025033,http://purl.obolibrary.org/obo/HP_0031685,,,,,,
http://purl.obolibrary.org/obo/HP_0002894,Neoplasm of the pancreas,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0034930,http://purl.obolibrary.org/obo/HP_0002894,,,,,,
http://purl.obolibrary.org/obo/HP_0100649,Neoplasm of the oral cavity,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0034930,http://purl.obolibrary.org/obo/HP_0100649,,,,,,
http://purl.obolibrary.org/obo/HP_0430116,Primary peritoneal serous papillary adenocarcinoma,2,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0034930,http://purl.obolibrary.org/obo/HP_0430116,,,,,,
http://purl.obolibrary.org/obo/HP_0001791,Fetal ascites,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/HP_0001791,,,,,
http://purl.obolibrary.org/obo/HP_0012281,Chylous ascites,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/HP_0012281,,,,,
http://purl.obolibrary.org/obo/HP_0025673,Loculated ascites,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/HP_0025673,,,,,
http://purl.obolibrary.org/obo/HP_0031780,Eosinophilic ascites,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/HP_0031780,,,,,
http://purl.obolibrary.org/obo/HP_0040414,Gelatinous ascites,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/HP_0040414,,,,,
http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0003271,http://purl.obolibrary.org/obo/HP_0001744,,,,,
http://purl.obolibrary.org/obo/HP_0002240,Hepatomegaly,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0003271,http://purl.obolibrary.org/obo/HP_0002240,,,,,
http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0005217,http://purl.obolibrary.org/obo/HP_0000075,,,,,
http://purl.obolibrary.org/obo/HP_0100645,Cystocele,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0001438,http://purl.obolibrary.org/obo/HP_0031607,http://purl.obolibrary.org/obo/HP_0100645,,,,,
http://purl.obolibrary.org/obo/HP_0002896,Neoplasm of the liver,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001392,http://purl.obolibrary.org/obo/HP_0002896,,,,,
http://purl.obolibrary.org/obo/HP_0004297,Abnormality of the biliary system,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001392,http://purl.obolibrary.org/obo/HP_0004297,,,,,
http://purl.obolibrary.org/obo/HP_0031865,Abnormal liver physiology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001392,http://purl.obolibrary.org/obo/HP_0031865,,,,,
http://purl.obolibrary.org/obo/HP_0410042,Abnormal liver morphology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001392,http://purl.obolibrary.org/obo/HP_0410042,,,,,
http://purl.obolibrary.org/obo/HP_0012090,Abnormal pancreas morphology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001732,http://purl.obolibrary.org/obo/HP_0012090,,,,,
http://purl.obolibrary.org/obo/HP_0012091,Abnormality of pancreas physiology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001732,http://purl.obolibrary.org/obo/HP_0012091,,,,,
http://purl.obolibrary.org/obo/HP_0025408,Abnormal spleen morphology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001743,http://purl.obolibrary.org/obo/HP_0025408,,,,,
http://purl.obolibrary.org/obo/HP_0025409,Abnormal spleen physiology,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0001743,http://purl.obolibrary.org/obo/HP_0025409,,,,,
http://purl.obolibrary.org/obo/HP_0002586,Peritonitis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0002586,,,,,
http://purl.obolibrary.org/obo/HP_0005200,Retroperitoneal fibrosis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0005200,,,,,
http://purl.obolibrary.org/obo/HP_0011854,Hemoperitoneum,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0011854,,,,,
http://purl.obolibrary.org/obo/HP_0030995,Peritoneal effusion,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0030995,,,,,
http://purl.obolibrary.org/obo/HP_0034477,Perihepatic adhesions,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0034477,,,,,
http://purl.obolibrary.org/obo/HP_0034971,Peritoneal mass,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0034971,,,,,
http://purl.obolibrary.org/obo/HP_0100003,Peritoneal mesothelioma,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0100003,,,,,
http://purl.obolibrary.org/obo/HP_0100592,Peritoneal abscess,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0002585,http://purl.obolibrary.org/obo/HP_0100592,,,,,
http://purl.obolibrary.org/obo/HP_0003363,Abdominal situs inversus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0011620,http://purl.obolibrary.org/obo/HP_0003363,,,,,
http://purl.obolibrary.org/obo/HP_0031565,Abdominal situs ambiguus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0011620,http://purl.obolibrary.org/obo/HP_0031565,,,,,
http://purl.obolibrary.org/obo/HP_0030451,Mesenteric cyst,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0100016,http://purl.obolibrary.org/obo/HP_0030451,,,,,
http://purl.obolibrary.org/obo/HP_6000632,Mesenteric torsion,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0002012,http://purl.obolibrary.org/obo/HP_0100016,http://purl.obolibrary.org/obo/HP_6000632,,,,,
http://purl.obolibrary.org/obo/HP_0001537,Umbilical hernia,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0001537,,,,,
http://purl.obolibrary.org/obo/HP_0001544,Prominent umbilicus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0001544,,,,,
http://purl.obolibrary.org/obo/HP_0032277,Lozenge-shaped umbilicus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0032277,,,,,
http://purl.obolibrary.org/obo/HP_0032511,Superiorly positioned umbilicus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0032511,,,,,
http://purl.obolibrary.org/obo/HP_0032527,Inferiorly positioned umbilicus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0032527,,,,,
http://purl.obolibrary.org/obo/HP_0034453,Hypoplastic umbilicus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_0034453,,,,,
http://purl.obolibrary.org/obo/HP_6000808,Periumbilical depression,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0001551,http://purl.obolibrary.org/obo/HP_6000808,,,,,
http://purl.obolibrary.org/obo/HP_0001543,Gastroschisis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010866,http://purl.obolibrary.org/obo/HP_0001543,,,,,
http://purl.obolibrary.org/obo/HP_0004299,Hernia of the abdominal wall,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010866,http://purl.obolibrary.org/obo/HP_0004299,,,,,
http://purl.obolibrary.org/obo/HP_0012620,Cloacal abnormality,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010866,http://purl.obolibrary.org/obo/HP_0012620,,,,,
http://purl.obolibrary.org/obo/HP_0100656,Thoracoabdominal wall defect,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010866,http://purl.obolibrary.org/obo/HP_0100656,,,,,
http://purl.obolibrary.org/obo/HP_0001540,Diastasis recti,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010991,http://purl.obolibrary.org/obo/HP_0001540,,,,,
http://purl.obolibrary.org/obo/HP_0010318,Aplasia/Hypoplasia of the abdominal wall musculature,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0010991,http://purl.obolibrary.org/obo/HP_0010318,,,,,
http://purl.obolibrary.org/obo/HP_0002836,Bladder exstrophy,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0100548,http://purl.obolibrary.org/obo/HP_0002836,,,,,
http://purl.obolibrary.org/obo/HP_0010475,Cloacal exstrophy,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004298,http://purl.obolibrary.org/obo/HP_0100548,http://purl.obolibrary.org/obo/HP_0010475,,,,,
http://purl.obolibrary.org/obo/HP_0005212,Anal mucosal leukoplakia,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0032186,http://purl.obolibrary.org/obo/HP_0005212,,,,,
http://purl.obolibrary.org/obo/HP_0030437,Anal canal neoplasm,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0032186,http://purl.obolibrary.org/obo/HP_0030437,,,,,
http://purl.obolibrary.org/obo/HP_0032187,Anal intraepithelial neoplasia,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0032186,http://purl.obolibrary.org/obo/HP_0032187,,,,,
http://purl.obolibrary.org/obo/HP_0002023,Anal atresia,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0002023,,,,,
http://purl.obolibrary.org/obo/HP_0002025,Anal stenosis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0002025,,,,,
http://purl.obolibrary.org/obo/HP_0004397,Ectopic anus,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0004397,,,,,
http://purl.obolibrary.org/obo/HP_0009789,Perianal abscess,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0009789,,,,,
http://purl.obolibrary.org/obo/HP_0010447,Anal fistula,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0010447,,,,,
http://purl.obolibrary.org/obo/HP_0011131,Perianal dermatitis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0011131,,,,,
http://purl.obolibrary.org/obo/HP_0012390,Anal fissure,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034915,http://purl.obolibrary.org/obo/HP_0012390,,,,,
http://purl.obolibrary.org/obo/HP_0034917,Weak anal sphincter tone,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034916,http://purl.obolibrary.org/obo/HP_0034917,,,,,
http://purl.obolibrary.org/obo/HP_6000018,Internal anal sphincter achalasia,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0034916,http://purl.obolibrary.org/obo/HP_6000018,,,,,
http://purl.obolibrary.org/obo/HP_0002044,Zollinger-Ellison syndrome,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0002044,,,,,
http://purl.obolibrary.org/obo/HP_0005220,Multiple intestinal neurofibromatosis,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0005220,,,,,
http://purl.obolibrary.org/obo/HP_0005266,Intestinal polyp,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0005266,,,,,
http://purl.obolibrary.org/obo/HP_0006719,Benign gastrointestinal tract tumors,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0006719,,,,,
http://purl.obolibrary.org/obo/HP_0006723,Intestinal carcinoid,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0006723,,,,,
http://purl.obolibrary.org/obo/HP_0006749,Malignant gastrointestinal tract tumors,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0006749,,,,,
http://purl.obolibrary.org/obo/HP_0006753,Neoplasm of the stomach,3,http://purl.obolibrary.org/obo/HP_0025031,http://purl.obolibrary.org/obo/HP_0011024,http://purl.obolibrary.org/obo/HP_0007378,http://purl.obolibrary.org/obo/HP_0006753,,,,,
