Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7
http://purl.obolibrary.org/obo/HP_0000823,Delayed puberty,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0000823,,,,
http://purl.obolibrary.org/obo/HP_0001511,Intrauterine growth retardation,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0001511,,,,
http://purl.obolibrary.org/obo/HP_0008897,Postnatal growth retardation,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0008897,,,,
http://purl.obolibrary.org/obo/HP_0031087,Absent pubertal growth spurt,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0031087,,,,
http://purl.obolibrary.org/obo/HP_0004324,Increased body weight,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,,,,
http://purl.obolibrary.org/obo/HP_0004325,Decreased body weight,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,,,,
http://purl.obolibrary.org/obo/HP_0031818,Abnormal waist to hip ratio,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0031818,,,,
http://purl.obolibrary.org/obo/HP_0033170,Abnormal skinfold thickness measurement,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0033170,,,,
http://purl.obolibrary.org/obo/HP_0045081,Abnormality of body mass index,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0045081,,,,
http://purl.obolibrary.org/obo/HP_0011620,Abnormality of abdominal situs,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0011620,,,,
http://purl.obolibrary.org/obo/HP_0031853,Isomerism,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,,,,
http://purl.obolibrary.org/obo/HP_0001528,Hemihypertrophy,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0001528,,,,
http://purl.obolibrary.org/obo/HP_0100556,Hemiatrophy,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100556,,,,
http://purl.obolibrary.org/obo/HP_0100559,Lower limb asymmetry,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100559,,,,
http://purl.obolibrary.org/obo/HP_0100560,Upper limb asymmetry,2,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100560,,,,
http://purl.obolibrary.org/obo/HP_0001519,Disproportionate tall stature,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/HP_0001519,,,
http://purl.obolibrary.org/obo/HP_0001533,Slender build,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/HP_0001533,,,
http://purl.obolibrary.org/obo/HP_0001548,Overgrowth,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/HP_0001548,,,
http://purl.obolibrary.org/obo/HP_0003517,Birth length greater than 97th percentile,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/HP_0003517,,,
http://purl.obolibrary.org/obo/HP_0011407,Proportionate tall stature,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0000098,http://purl.obolibrary.org/obo/HP_0011407,,,
http://purl.obolibrary.org/obo/HP_0000839,Pituitary dwarfism,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0000839,,,
http://purl.obolibrary.org/obo/HP_0003498,Disproportionate short stature,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,,,
http://purl.obolibrary.org/obo/HP_0003508,Proportionate short stature,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003508,,,
http://purl.obolibrary.org/obo/HP_0003561,Birth length less than 3rd percentile,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003561,,,
http://purl.obolibrary.org/obo/HP_0008929,Asymmetric short stature,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0008929,,,
http://purl.obolibrary.org/obo/HP_0012773,Reduced upper to lower segment ratio,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0012772,http://purl.obolibrary.org/obo/HP_0012773,,,
http://purl.obolibrary.org/obo/HP_0012774,Increased upper to lower segment ratio,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0012772,http://purl.obolibrary.org/obo/HP_0012774,,,
http://purl.obolibrary.org/obo/HP_0012569,Delayed menarche,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0000823,http://purl.obolibrary.org/obo/HP_0012569,,,
http://purl.obolibrary.org/obo/HP_0025453,Delayed adrenarche,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0000823,http://purl.obolibrary.org/obo/HP_0025453,,,
http://purl.obolibrary.org/obo/HP_0025515,Delayed thelarche,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0000823,http://purl.obolibrary.org/obo/HP_0025515,,,
http://purl.obolibrary.org/obo/HP_0008846,Severe intrauterine growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0001511,http://purl.obolibrary.org/obo/HP_0008846,,,
http://purl.obolibrary.org/obo/HP_0008883,Mild intrauterine growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0001511,http://purl.obolibrary.org/obo/HP_0008883,,,
http://purl.obolibrary.org/obo/HP_0011408,Moderate intrauterine growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0001511,http://purl.obolibrary.org/obo/HP_0011408,,,
http://purl.obolibrary.org/obo/HP_0001530,Mild postnatal growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0008897,http://purl.obolibrary.org/obo/HP_0001530,,,
http://purl.obolibrary.org/obo/HP_0008850,Severe postnatal growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0008897,http://purl.obolibrary.org/obo/HP_0008850,,,
http://purl.obolibrary.org/obo/HP_0008855,Moderate postnatal growth retardation,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0001510,http://purl.obolibrary.org/obo/HP_0008897,http://purl.obolibrary.org/obo/HP_0008855,,,
http://purl.obolibrary.org/obo/HP_0001513,Obesity,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,,,
http://purl.obolibrary.org/obo/HP_0001520,Large for gestational age,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001520,,,
http://purl.obolibrary.org/obo/HP_0025502,Overweight,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0025502,,,
http://purl.obolibrary.org/obo/HP_0001508,Failure to thrive,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001508,,,
http://purl.obolibrary.org/obo/HP_0001518,Small for gestational age,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001518,,,
http://purl.obolibrary.org/obo/HP_0001824,Weight loss,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001824,,,
http://purl.obolibrary.org/obo/HP_0003782,Eunuchoid habitus,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0003782,,,
http://purl.obolibrary.org/obo/HP_0045082,Decreased body mass index,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0045082,,,
http://purl.obolibrary.org/obo/HP_0031819,Increased waist to hip ratio,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0031818,http://purl.obolibrary.org/obo/HP_0031819,,,
http://purl.obolibrary.org/obo/HP_0031820,Decreased waist to hip ratio,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0031818,http://purl.obolibrary.org/obo/HP_0031820,,,
http://purl.obolibrary.org/obo/HP_0033171,Abnormal triceps skinfold thickness,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0033170,http://purl.obolibrary.org/obo/HP_0033171,,,
http://purl.obolibrary.org/obo/HP_0031418,Increased body mass index,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0045081,http://purl.obolibrary.org/obo/HP_0031418,,,
http://purl.obolibrary.org/obo/HP_0003363,Abdominal situs inversus,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0011620,http://purl.obolibrary.org/obo/HP_0003363,,,
http://purl.obolibrary.org/obo/HP_0031565,Abdominal situs ambiguus,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0011620,http://purl.obolibrary.org/obo/HP_0031565,,,
http://purl.obolibrary.org/obo/HP_0031564,Bronchial isomerism,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,http://purl.obolibrary.org/obo/HP_0031564,,,
http://purl.obolibrary.org/obo/HP_0031854,Left Isomerism,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,http://purl.obolibrary.org/obo/HP_0031854,,,
http://purl.obolibrary.org/obo/HP_0031855,Right isomerism,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,http://purl.obolibrary.org/obo/HP_0031855,,,
http://purl.obolibrary.org/obo/HP_0100553,Hemihypertrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0001528,http://purl.obolibrary.org/obo/HP_0100553,,,
http://purl.obolibrary.org/obo/HP_0100554,Hemihypertrophy of upper limb,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0001528,http://purl.obolibrary.org/obo/HP_0100554,,,
http://purl.obolibrary.org/obo/HP_0100557,Hemiatrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100556,http://purl.obolibrary.org/obo/HP_0100557,,,
http://purl.obolibrary.org/obo/HP_0100558,Hemiatrophy of upper limb,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100556,http://purl.obolibrary.org/obo/HP_0100558,,,
http://purl.obolibrary.org/obo/HP_0200053,Hemihypotrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0100555,http://purl.obolibrary.org/obo/HP_0100556,http://purl.obolibrary.org/obo/HP_0200053,,,
http://purl.obolibrary.org/obo/HP_0003521,Disproportionate short-trunk short stature,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0003521,,
http://purl.obolibrary.org/obo/HP_0008873,Disproportionate short-limb short stature,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,,
http://purl.obolibrary.org/obo/HP_0003502,Mild short stature,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003508,http://purl.obolibrary.org/obo/HP_0003502,,
http://purl.obolibrary.org/obo/HP_0003510,Severe short stature,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003508,http://purl.obolibrary.org/obo/HP_0003510,,
http://purl.obolibrary.org/obo/HP_0008848,Moderately short stature,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003508,http://purl.obolibrary.org/obo/HP_0008848,,
http://purl.obolibrary.org/obo/HP_0001956,Truncal obesity,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0001956,,
http://purl.obolibrary.org/obo/HP_0012743,Abdominal obesity,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0012743,,
http://purl.obolibrary.org/obo/HP_0025499,Class I obesity,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0025499,,
http://purl.obolibrary.org/obo/HP_0025500,Class II obesity,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0025500,,
http://purl.obolibrary.org/obo/HP_0025501,Class III obesity,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0025501,,
http://purl.obolibrary.org/obo/HP_0001525,Severe failure to thrive,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001508,http://purl.obolibrary.org/obo/HP_0001525,,
http://purl.obolibrary.org/obo/HP_0001531,Failure to thrive in infancy,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001508,http://purl.obolibrary.org/obo/HP_0001531,,
http://purl.obolibrary.org/obo/HP_0008866,Failure to thrive secondary to recurrent infections,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001508,http://purl.obolibrary.org/obo/HP_0008866,,
http://purl.obolibrary.org/obo/HP_0004326,Cachexia,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004325,http://purl.obolibrary.org/obo/HP_0001824,http://purl.obolibrary.org/obo/HP_0004326,,
http://purl.obolibrary.org/obo/HP_0033172,Increased triceps skinfold thickness,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0033170,http://purl.obolibrary.org/obo/HP_0033171,http://purl.obolibrary.org/obo/HP_0033172,,
http://purl.obolibrary.org/obo/HP_0011537,Left atrial isomerism,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,http://purl.obolibrary.org/obo/HP_0031854,http://purl.obolibrary.org/obo/HP_0011537,,
http://purl.obolibrary.org/obo/HP_0011536,Right atrial isomerism,4,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/HP_0031853,http://purl.obolibrary.org/obo/HP_0031855,http://purl.obolibrary.org/obo/HP_0011536,,
http://purl.obolibrary.org/obo/HP_0008857,Neonatal short-trunk short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0003521,http://purl.obolibrary.org/obo/HP_0008857,
http://purl.obolibrary.org/obo/HP_0008922,Childhood-onset short-trunk short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0003521,http://purl.obolibrary.org/obo/HP_0008922,
http://purl.obolibrary.org/obo/HP_0011404,Lethal short-trunk short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0003521,http://purl.obolibrary.org/obo/HP_0011404,
http://purl.obolibrary.org/obo/HP_0011406,Infancy onset short-trunk short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0003521,http://purl.obolibrary.org/obo/HP_0011406,
http://purl.obolibrary.org/obo/HP_0008845,Mesomelic short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008845,
http://purl.obolibrary.org/obo/HP_0008890,Severe short-limb dwarfism,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008890,
http://purl.obolibrary.org/obo/HP_0008905,Rhizomelia,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008905,
http://purl.obolibrary.org/obo/HP_0008909,Lethal short-limbed short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008909,
http://purl.obolibrary.org/obo/HP_0008921,Neonatal short-limb short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008921,
http://purl.obolibrary.org/obo/HP_0011405,Childhood onset short-limb short stature,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0011405,
http://purl.obolibrary.org/obo/HP_0008915,Childhood-onset truncal obesity,5,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0004323,http://purl.obolibrary.org/obo/HP_0004324,http://purl.obolibrary.org/obo/HP_0001513,http://purl.obolibrary.org/obo/HP_0001956,http://purl.obolibrary.org/obo/HP_0008915,
http://purl.obolibrary.org/obo/HP_0004991,Rhizomelic arm shortening,6,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008905,http://purl.obolibrary.org/obo/HP_0004991
http://purl.obolibrary.org/obo/HP_0005026,Mesomelic/rhizomelic limb shortening,6,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008905,http://purl.obolibrary.org/obo/HP_0005026
http://purl.obolibrary.org/obo/HP_0005069,Rhizo-meso-acromelic limb shortening,6,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008905,http://purl.obolibrary.org/obo/HP_0005069
http://purl.obolibrary.org/obo/HP_0012106,Rhizomelic leg shortening,6,http://purl.obolibrary.org/obo/HP_0001507,http://purl.obolibrary.org/obo/HP_0000002,http://purl.obolibrary.org/obo/HP_0004322,http://purl.obolibrary.org/obo/HP_0003498,http://purl.obolibrary.org/obo/HP_0008873,http://purl.obolibrary.org/obo/HP_0008905,http://purl.obolibrary.org/obo/HP_0012106
