Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6
http://purl.obolibrary.org/obo/HP_0033665,Diminished health-related quality of life,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033665,,,,
http://purl.obolibrary.org/obo/HP_0033675,Frailty,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033675,,,,
http://purl.obolibrary.org/obo/HP_0033695,Occupational disability,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033695,,,,
http://purl.obolibrary.org/obo/HP_0033834,Malaise,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033834,,,,
http://purl.obolibrary.org/obo/HP_0033850,Coldness,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033850,,,,
http://purl.obolibrary.org/obo/HP_0100247,Recurrent singultus,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0100247,,,,
http://purl.obolibrary.org/obo/HP_0100758,Gangrene,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0100758,,,,
http://purl.obolibrary.org/obo/HP_0100812,Halitosis,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0100812,,,,
http://purl.obolibrary.org/obo/HP_0500001,Body odor,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0500001,,,,
http://purl.obolibrary.org/obo/HP_6000064,Excessive eructation,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_6000064,,,,
http://purl.obolibrary.org/obo/HP_6000500,Extremities cold to touch,1,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_6000500,,,,
http://purl.obolibrary.org/obo/HP_0001645,Sudden cardiac death,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0001699,http://purl.obolibrary.org/obo/HP_0001645,,,
http://purl.obolibrary.org/obo/HP_0033258,Sudden unexpected death in epilepsy,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0001699,http://purl.obolibrary.org/obo/HP_0033258,,,
http://purl.obolibrary.org/obo/HP_0030973,Postexertional symptom exacerbation,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0003546,http://purl.obolibrary.org/obo/HP_0030973,,,
http://purl.obolibrary.org/obo/HP_0012431,Episodic fatigue,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012378,http://purl.obolibrary.org/obo/HP_0012431,,,
http://purl.obolibrary.org/obo/HP_0012432,Chronic fatigue,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012378,http://purl.obolibrary.org/obo/HP_0012432,,,
http://purl.obolibrary.org/obo/HP_0033236,Cognitive fatigue,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012378,http://purl.obolibrary.org/obo/HP_0033236,,,
http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,,,
http://purl.obolibrary.org/obo/HP_0002653,Bone pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002653,,,
http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002829,,,
http://purl.obolibrary.org/obo/HP_0003326,Myalgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003326,,,
http://purl.obolibrary.org/obo/HP_0003418,Back pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003418,,,
http://purl.obolibrary.org/obo/HP_0006649,Costochondral pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0006649,,,
http://purl.obolibrary.org/obo/HP_0009763,Limb pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,,,
http://purl.obolibrary.org/obo/HP_0012532,Chronic pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0012532,,,
http://purl.obolibrary.org/obo/HP_0012533,Allodynia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0012533,,,
http://purl.obolibrary.org/obo/HP_0020226,Nipple tenderness,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0020226,,,
http://purl.obolibrary.org/obo/HP_0030155,Scrotal pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0030155,,,
http://purl.obolibrary.org/obo/HP_0030157,Flank pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0030157,,,
http://purl.obolibrary.org/obo/HP_0030834,Shoulder pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0030834,,,
http://purl.obolibrary.org/obo/HP_0030838,Hip pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0030838,,,
http://purl.obolibrary.org/obo/HP_0030943,Vulvodynia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0030943,,,
http://purl.obolibrary.org/obo/HP_0031520,Groin pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0031520,,,
http://purl.obolibrary.org/obo/HP_0032147,Erythromelalgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032147,,,
http://purl.obolibrary.org/obo/HP_0032148,Episodic pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032148,,,
http://purl.obolibrary.org/obo/HP_0032171,Bladder pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032171,,,
http://purl.obolibrary.org/obo/HP_0032510,Tendon pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032510,,,
http://purl.obolibrary.org/obo/HP_0033050,Pharyngalgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0033050,,,
http://purl.obolibrary.org/obo/HP_0033345,Neuralgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0033345,,,
http://purl.obolibrary.org/obo/HP_0033839,Testicular pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0033839,,,
http://purl.obolibrary.org/obo/HP_0034265,Mastalgia,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0034265,,,
http://purl.obolibrary.org/obo/HP_0034267,Pelvic pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0034267,,,
http://purl.obolibrary.org/obo/HP_0034805,Buttock pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0034805,,,
http://purl.obolibrary.org/obo/HP_0034808,Eyelid pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0034808,,,
http://purl.obolibrary.org/obo/HP_0040264,Jaw pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0040264,,,
http://purl.obolibrary.org/obo/HP_0040411,Pain in penis,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0040411,,,
http://purl.obolibrary.org/obo/HP_0046506,Pain in head and neck region,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,,,
http://purl.obolibrary.org/obo/HP_0100749,Chest pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0100749,,,
http://purl.obolibrary.org/obo/HP_0200025,Mandibular pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0200025,,,
http://purl.obolibrary.org/obo/HP_0410019,Epigastric pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0410019,,,
http://purl.obolibrary.org/obo/HP_0500005,Anal pain,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0500005,,,
http://purl.obolibrary.org/obo/HP_6000106,Costovertebral angle tenderness,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_6000106,,,
http://purl.obolibrary.org/obo/HP_6000107,Cervical motion tenderness,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_6000107,,,
http://purl.obolibrary.org/obo/HP_6000222,Painful defecation,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_6000222,,,
http://purl.obolibrary.org/obo/HP_6000299,Forearm,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_6000299,,,
http://purl.obolibrary.org/obo/HP_0025096,Paroxysmal sneezing,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0025095,http://purl.obolibrary.org/obo/HP_0025096,,,
http://purl.obolibrary.org/obo/HP_0025145,Rigors,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0025143,http://purl.obolibrary.org/obo/HP_0025145,,,
http://purl.obolibrary.org/obo/HP_0031059,Impaired ability to bathe oneself,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031059,,,
http://purl.obolibrary.org/obo/HP_0031060,Impaired ability to dress oneself,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031060,,,
http://purl.obolibrary.org/obo/HP_0031061,Impaired toileting ability,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031061,,,
http://purl.obolibrary.org/obo/HP_0031062,Impaired transferring ability,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031062,,,
http://purl.obolibrary.org/obo/HP_0031063,Impaired feeding ability,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031063,,,
http://purl.obolibrary.org/obo/HP_0031064,Impaired continence,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031064,,,
http://purl.obolibrary.org/obo/HP_0033666,Diminished physical functioning,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033665,http://purl.obolibrary.org/obo/HP_0033666,,,
http://purl.obolibrary.org/obo/HP_0033667,Diminished mental health,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0033665,http://purl.obolibrary.org/obo/HP_0033667,,,
http://purl.obolibrary.org/obo/HP_0032142,Fetor hepaticus,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0100812,http://purl.obolibrary.org/obo/HP_0032142,,,
http://purl.obolibrary.org/obo/HP_0410020,Fish odor,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0500001,http://purl.obolibrary.org/obo/HP_0410020,,,
http://purl.obolibrary.org/obo/HP_0410021,Musty odor,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0500001,http://purl.obolibrary.org/obo/HP_0410021,,,
http://purl.obolibrary.org/obo/HP_6001063,Sweaty foot-like odor,2,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0500001,http://purl.obolibrary.org/obo/HP_6001063,,,
http://purl.obolibrary.org/obo/HP_0002574,Episodic abdominal pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0002574,,
http://purl.obolibrary.org/obo/HP_0011848,Abdominal colic,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0011848,,
http://purl.obolibrary.org/obo/HP_0032155,Abdominal cramps,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0032155,,
http://purl.obolibrary.org/obo/HP_0032545,Abdominal rigidity,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0032545,,
http://purl.obolibrary.org/obo/HP_0032546,Abdominal guarding,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0032546,,
http://purl.obolibrary.org/obo/HP_0033400,Acute abdomen,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0033400,,
http://purl.obolibrary.org/obo/HP_0410281,Dyspepsia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002027,http://purl.obolibrary.org/obo/HP_0410281,,
http://purl.obolibrary.org/obo/HP_0005059,Arthralgia/arthritis,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0002829,http://purl.obolibrary.org/obo/HP_0005059,,
http://purl.obolibrary.org/obo/HP_0003738,Exercise-induced myalgia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003326,http://purl.obolibrary.org/obo/HP_0003738,,
http://purl.obolibrary.org/obo/HP_0031921,Gastrocnemius myalgia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003326,http://purl.obolibrary.org/obo/HP_0031921,,
http://purl.obolibrary.org/obo/HP_0003419,Low back pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003418,http://purl.obolibrary.org/obo/HP_0003419,,
http://purl.obolibrary.org/obo/HP_0011868,Sciatica,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003418,http://purl.obolibrary.org/obo/HP_0011868,,
http://purl.obolibrary.org/obo/HP_0033746,Intrascapular pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0003418,http://purl.obolibrary.org/obo/HP_0033746,,
http://purl.obolibrary.org/obo/HP_0012513,Upper limb pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012513,,
http://purl.obolibrary.org/obo/HP_0012514,Lower limb pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,,
http://purl.obolibrary.org/obo/HP_0032149,Breakthrough pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032148,http://purl.obolibrary.org/obo/HP_0032149,,
http://purl.obolibrary.org/obo/HP_0032150,Paroxysmal rectal pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0032148,http://purl.obolibrary.org/obo/HP_0032150,,
http://purl.obolibrary.org/obo/HP_0012318,Occipital neuralgia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0033345,http://purl.obolibrary.org/obo/HP_0012318,,
http://purl.obolibrary.org/obo/HP_0100661,Trigeminal neuralgia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0033345,http://purl.obolibrary.org/obo/HP_0100661,,
http://purl.obolibrary.org/obo/HP_0030766,Ear pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0030766,,
http://purl.obolibrary.org/obo/HP_0030811,Tongue pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0030811,,
http://purl.obolibrary.org/obo/HP_0030833,Neck pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0030833,,
http://purl.obolibrary.org/obo/HP_0200026,Ocular pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0200026,,
http://purl.obolibrary.org/obo/HP_6000944,Carotidynia,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_6000944,,
http://purl.obolibrary.org/obo/HP_0032141,Precordial pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0100749,http://purl.obolibrary.org/obo/HP_0032141,,
http://purl.obolibrary.org/obo/HP_0033771,Pleuritic chest pain,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0100749,http://purl.obolibrary.org/obo/HP_0033771,,
http://purl.obolibrary.org/obo/HP_0000020,Urinary incontinence,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031064,http://purl.obolibrary.org/obo/HP_0000020,,
http://purl.obolibrary.org/obo/HP_0002607,Bowel incontinence,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031064,http://purl.obolibrary.org/obo/HP_0002607,,
http://purl.obolibrary.org/obo/HP_0410022,Vaginal fish odor,3,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0500001,http://purl.obolibrary.org/obo/HP_0410020,http://purl.obolibrary.org/obo/HP_0410022,,
http://purl.obolibrary.org/obo/HP_0030835,Elbow pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012513,http://purl.obolibrary.org/obo/HP_0030835,
http://purl.obolibrary.org/obo/HP_0030836,Wrist pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012513,http://purl.obolibrary.org/obo/HP_0030836,
http://purl.obolibrary.org/obo/HP_0046505,Hand pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012513,http://purl.obolibrary.org/obo/HP_0046505,
http://purl.obolibrary.org/obo/HP_0025238,Foot pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,http://purl.obolibrary.org/obo/HP_0025238,
http://purl.obolibrary.org/obo/HP_0030839,Knee pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,http://purl.obolibrary.org/obo/HP_0030839,
http://purl.obolibrary.org/obo/HP_0030840,Ankle pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,http://purl.obolibrary.org/obo/HP_0030840,
http://purl.obolibrary.org/obo/HP_0030841,Toe pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,http://purl.obolibrary.org/obo/HP_0030841,
http://purl.obolibrary.org/obo/HP_0030857,Eye movement-induced pain,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0200026,http://purl.obolibrary.org/obo/HP_0030857,
http://purl.obolibrary.org/obo/HP_6000420,Burning eye sensation,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0046506,http://purl.obolibrary.org/obo/HP_0200026,http://purl.obolibrary.org/obo/HP_6000420,
http://purl.obolibrary.org/obo/HP_0010992,Stress urinary incontinence,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031064,http://purl.obolibrary.org/obo/HP_0000020,http://purl.obolibrary.org/obo/HP_0010992,
http://purl.obolibrary.org/obo/HP_0040183,Encopresis,4,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0031058,http://purl.obolibrary.org/obo/HP_0031064,http://purl.obolibrary.org/obo/HP_0002607,http://purl.obolibrary.org/obo/HP_0040183,
http://purl.obolibrary.org/obo/HP_0030837,Finger pain,5,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012513,http://purl.obolibrary.org/obo/HP_0046505,http://purl.obolibrary.org/obo/HP_0030837
http://purl.obolibrary.org/obo/HP_0032102,Wilson sign,5,http://purl.obolibrary.org/obo/HP_0025142,http://purl.obolibrary.org/obo/HP_0012531,http://purl.obolibrary.org/obo/HP_0009763,http://purl.obolibrary.org/obo/HP_0012514,http://purl.obolibrary.org/obo/HP_0030839,http://purl.obolibrary.org/obo/HP_0032102
