Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8
http://purl.obolibrary.org/obo/HP_0008373,Puberty and gonadal disorders,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,,,,,,
http://purl.obolibrary.org/obo/HP_0012029,Abnormal urine hormone level,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,,,,,,
http://purl.obolibrary.org/obo/HP_0012093,Abnormality of endocrine pancreas physiology,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012093,,,,,,
http://purl.obolibrary.org/obo/HP_0012680,Abnormality of the pineal gland,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012680,,,,,,
http://purl.obolibrary.org/obo/HP_0031071,Abnormal endocrine morphology,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0031071,,,,,,
http://purl.obolibrary.org/obo/HP_0031072,Abnormal endocrine physiology,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0031072,,,,,,
http://purl.obolibrary.org/obo/HP_0100568,Neoplasm of the endocrine system,1,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,,,,,,
http://purl.obolibrary.org/obo/HP_0003357,Thymic hormone decreased,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0003357,,,,,
http://purl.obolibrary.org/obo/HP_0010515,Aplasia/Hypoplasia of the thymus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0010515,,,,,
http://purl.obolibrary.org/obo/HP_0010516,Thymus hyperplasia,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0010516,,,,,
http://purl.obolibrary.org/obo/HP_0010517,Ectopic thymus tissue,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0010517,,,,,
http://purl.obolibrary.org/obo/HP_0034966,Thymic cyst,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0034966,,,,,
http://purl.obolibrary.org/obo/HP_0100521,Neoplasm of the thymus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0100521,,,,,
http://purl.obolibrary.org/obo/HP_0000831,Insulin-resistant diabetes mellitus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0000831,,,,,
http://purl.obolibrary.org/obo/HP_0001953,Diabetic ketoacidosis,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0001953,,,,,
http://purl.obolibrary.org/obo/HP_0004904,Maturity-onset diabetes of the young,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0004904,,,,,
http://purl.obolibrary.org/obo/HP_0005978,Type II diabetes mellitus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0005978,,,,,
http://purl.obolibrary.org/obo/HP_0100651,Type I diabetes mellitus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0100651,,,,,
http://purl.obolibrary.org/obo/HP_0002926,Abnormality of thyroid physiology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,,,,,
http://purl.obolibrary.org/obo/HP_0011772,Abnormal thyroid morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0011772,,,,,
http://purl.obolibrary.org/obo/HP_0011766,Abnormal parathyroid morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000828,http://purl.obolibrary.org/obo/HP_0011766,,,,,
http://purl.obolibrary.org/obo/HP_0011767,Abnormality of the parathyroid physiology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000828,http://purl.obolibrary.org/obo/HP_0011767,,,,,
http://purl.obolibrary.org/obo/HP_0011732,Abnormal adrenal morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000834,http://purl.obolibrary.org/obo/HP_0011732,,,,,
http://purl.obolibrary.org/obo/HP_0011733,Abnormality of adrenal physiology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000834,http://purl.obolibrary.org/obo/HP_0011733,,,,,
http://purl.obolibrary.org/obo/HP_0000841,Hyperactive renin-angiotensin system,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000847,http://purl.obolibrary.org/obo/HP_0000841,,,,,
http://purl.obolibrary.org/obo/HP_0040084,Abnormal circulating renin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000847,http://purl.obolibrary.org/obo/HP_0040084,,,,,
http://purl.obolibrary.org/obo/HP_0040085,Abnormal circulating aldosterone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000847,http://purl.obolibrary.org/obo/HP_0040085,,,,,
http://purl.obolibrary.org/obo/HP_6000318,Elevated aldosterone:renin ratio,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000847,http://purl.obolibrary.org/obo/HP_6000318,,,,,
http://purl.obolibrary.org/obo/HP_0012285,Abnormal hypothalamus physiology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000864,http://purl.obolibrary.org/obo/HP_0012285,,,,,
http://purl.obolibrary.org/obo/HP_0012503,Abnormal pituitary gland morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000864,http://purl.obolibrary.org/obo/HP_0012503,,,,,
http://purl.obolibrary.org/obo/HP_0034977,Abnormal pituitary stalk morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000864,http://purl.obolibrary.org/obo/HP_0034977,,,,,
http://purl.obolibrary.org/obo/HP_0000863,Central diabetes insipidus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000873,http://purl.obolibrary.org/obo/HP_0000863,,,,,
http://purl.obolibrary.org/obo/HP_0009806,Nephrogenic diabetes insipidus,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000873,http://purl.obolibrary.org/obo/HP_0009806,,,,,
http://purl.obolibrary.org/obo/HP_0003144,Increased serum serotonin,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0003144,,,,,
http://purl.obolibrary.org/obo/HP_0004361,Abnormal circulating leptin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0004361,,,,,
http://purl.obolibrary.org/obo/HP_0011043,Abnormal circulating adrenocorticotropin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0011043,,,,,
http://purl.obolibrary.org/obo/HP_0012099,Abnormality of circulating catecholamine level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0012099,,,,,
http://purl.obolibrary.org/obo/HP_0012111,Abnormality of circulating glucocorticoid level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0012111,,,,,
http://purl.obolibrary.org/obo/HP_0030338,Abnormal circulating gonadotropin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0030338,,,,,
http://purl.obolibrary.org/obo/HP_0030352,Abnormal serum insulin-like growth factor 1 level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0030352,,,,,
http://purl.obolibrary.org/obo/HP_0030684,Abnormal adiponectin level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0030684,,,,,
http://purl.obolibrary.org/obo/HP_0030687,Abnormal glucagon level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0030687,,,,,
http://purl.obolibrary.org/obo/HP_0031052,Elevated vascular endothelial growth factor level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031052,,,,,
http://purl.obolibrary.org/obo/HP_0031097,Abnormal thyroid-stimulating hormone level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031097,,,,,
http://purl.obolibrary.org/obo/HP_0031099,Abnormal circulating inhibin level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031099,,,,,
http://purl.obolibrary.org/obo/HP_0031101,Abnormal circulating antimullerian hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031101,,,,,
http://purl.obolibrary.org/obo/HP_0031427,Abnormal circulating osteocalcin level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031427,,,,,
http://purl.obolibrary.org/obo/HP_0031508,Abnormal circulating thyroid hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0031508,,,,,
http://purl.obolibrary.org/obo/HP_0032367,Abnormal growth hormone level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0032367,,,,,
http://purl.obolibrary.org/obo/HP_0032481,Abnormal pituitary glycoprotein hormone alpha subunit level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0032481,,,,,
http://purl.obolibrary.org/obo/HP_0033799,Abnormal circulating sex hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0033799,,,,,
http://purl.obolibrary.org/obo/HP_0034442,Abnormal circulating erythropoietin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034442,,,,,
http://purl.obolibrary.org/obo/HP_0034600,Elevated circulating thrombopoietin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034600,,,,,
http://purl.obolibrary.org/obo/HP_0034873,Decreased circulating epinephrine concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034873,,,,,
http://purl.obolibrary.org/obo/HP_0034874,Decreased circulating norepinephrine concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034874,,,,,
http://purl.obolibrary.org/obo/HP_0034878,Decreased circulating metanephrine concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034878,,,,,
http://purl.obolibrary.org/obo/HP_0034897,Decreased circulating antidiuretic hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034897,,,,,
http://purl.obolibrary.org/obo/HP_0034898,Elevated circulating growth hormone-releasing hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034898,,,,,
http://purl.obolibrary.org/obo/HP_0034904,Decreased circulating thyrotropin releasing hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0034904,,,,,
http://purl.obolibrary.org/obo/HP_0040214,Abnormal circulating insulin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0040214,,,,,
http://purl.obolibrary.org/obo/HP_0100530,Abnormal circulating calcium-phosphate regulating hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0100530,,,,,
http://purl.obolibrary.org/obo/HP_0500012,Abnormal gonadotropin-releasing hormone concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0500012,,,,,
http://purl.obolibrary.org/obo/HP_0500166,Abnormal circulating gastrin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_0500166,,,,,
http://purl.obolibrary.org/obo/HP_6000021,Decreased circulating thrombopoietin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000021,,,,,
http://purl.obolibrary.org/obo/HP_6000404,Reduced circulating insulin-like growth factor 2 concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000404,,,,,
http://purl.obolibrary.org/obo/HP_6000419,Elevated circulating proinsulin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000419,,,,,
http://purl.obolibrary.org/obo/HP_6000436,Elevated circulating ghrelin concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000436,,,,,
http://purl.obolibrary.org/obo/HP_6000489,Abnormal circulating fibroblast growth factor 23 concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000489,,,,,
http://purl.obolibrary.org/obo/HP_6000564,Elevated circulating vasoactive intestinal peptide concentration,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0003117,http://purl.obolibrary.org/obo/HP_6000564,,,,,
http://purl.obolibrary.org/obo/HP_0000135,Hypogonadism,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0000135,,,,,
http://purl.obolibrary.org/obo/HP_0000823,Delayed puberty,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0000823,,,,,
http://purl.obolibrary.org/obo/HP_0000840,Adrenogenital syndrome,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0000840,,,,,
http://purl.obolibrary.org/obo/HP_0002929,Leydig cell insensitivity to gonadotropin,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0002929,,,,,
http://purl.obolibrary.org/obo/HP_0008187,Absence of secondary sex characteristics,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0008187,,,,,
http://purl.obolibrary.org/obo/HP_0008193,Primary gonadal insufficiency,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0008193,,,,,
http://purl.obolibrary.org/obo/HP_0008197,Absence of pubertal development,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0008197,,,,,
http://purl.obolibrary.org/obo/HP_0008226,Androgen insufficiency,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0008226,,,,,
http://purl.obolibrary.org/obo/HP_0100000,Early onset of sexual maturation,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0008373,http://purl.obolibrary.org/obo/HP_0100000,,,,,
http://purl.obolibrary.org/obo/HP_0003492,High urinary gonadotropin level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_0003492,,,,,
http://purl.obolibrary.org/obo/HP_0012030,Increased urinary cortisol level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_0012030,,,,,
http://purl.obolibrary.org/obo/HP_0032329,Increased urinary 11-deoxycortisol level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_0032329,,,,,
http://purl.obolibrary.org/obo/HP_0032330,Increased urinary 11-deoxycorticosterone level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_0032330,,,,,
http://purl.obolibrary.org/obo/HP_0032331,Increased urinary 11-deoxytetrahydrocorticosterone level,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_0032331,,,,,
http://purl.obolibrary.org/obo/HP_6001080,Reduced urine retrahydrocortisol plus 5-alpha-THF to tetrahydrocortisone ratio,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012029,http://purl.obolibrary.org/obo/HP_6001080,,,,,
http://purl.obolibrary.org/obo/HP_0006476,Abnormality of the pancreatic islet cells,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012093,http://purl.obolibrary.org/obo/HP_0006476,,,,,
http://purl.obolibrary.org/obo/HP_0012681,Abnormal pineal morphology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012680,http://purl.obolibrary.org/obo/HP_0012681,,,,,
http://purl.obolibrary.org/obo/HP_0012688,Abnormality of pineal physiology,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0012680,http://purl.obolibrary.org/obo/HP_0012688,,,,,
http://purl.obolibrary.org/obo/HP_0031073,Abnormal response to endocrine stimulation test,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0031072,http://purl.obolibrary.org/obo/HP_0031073,,,,,
http://purl.obolibrary.org/obo/HP_0031218,Inappropriate antidiuretic hormone secretion,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0031072,http://purl.obolibrary.org/obo/HP_0031218,,,,,
http://purl.obolibrary.org/obo/HP_0006729,Retroperitoneal paraganglioma,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0006729,,,,,
http://purl.obolibrary.org/obo/HP_0040192,APUdoma,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0040192,,,,,
http://purl.obolibrary.org/obo/HP_0040277,Neoplasm of the pituitary gland,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0040277,,,,,
http://purl.obolibrary.org/obo/HP_0100031,Neoplasm of the thyroid gland,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0100031,,,,,
http://purl.obolibrary.org/obo/HP_0100631,Neoplasm of the adrenal gland,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0100631,,,,,
http://purl.obolibrary.org/obo/HP_0100634,Neuroendocrine neoplasm,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0100634,,,,,
http://purl.obolibrary.org/obo/HP_0100733,Neoplasm of the parathyroid gland,2,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0100568,http://purl.obolibrary.org/obo/HP_0100733,,,,,
http://purl.obolibrary.org/obo/HP_0000778,Hypoplasia of the thymus,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0010515,http://purl.obolibrary.org/obo/HP_0000778,,,,
http://purl.obolibrary.org/obo/HP_0005359,Aplasia of the thymus,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0010515,http://purl.obolibrary.org/obo/HP_0005359,,,,
http://purl.obolibrary.org/obo/HP_0034954,Thymic carcinoid tumor,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0100521,http://purl.obolibrary.org/obo/HP_0034954,,,,
http://purl.obolibrary.org/obo/HP_0100522,Thymoma,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000777,http://purl.obolibrary.org/obo/HP_0100521,http://purl.obolibrary.org/obo/HP_0100522,,,,
http://purl.obolibrary.org/obo/HP_0000857,Neonatal insulin-dependent diabetes mellitus,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0000831,http://purl.obolibrary.org/obo/HP_0000857,,,,
http://purl.obolibrary.org/obo/HP_0000877,Insulin-resistant diabetes mellitus at puberty,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0000831,http://purl.obolibrary.org/obo/HP_0000877,,,,
http://purl.obolibrary.org/obo/HP_0008205,Insulin-dependent but ketosis-resistant diabetes,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000819,http://purl.obolibrary.org/obo/HP_0005978,http://purl.obolibrary.org/obo/HP_0008205,,,,
http://purl.obolibrary.org/obo/HP_0000821,Hypothyroidism,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0000821,,,,
http://purl.obolibrary.org/obo/HP_0000836,Hyperthyroidism,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0000836,,,,
http://purl.obolibrary.org/obo/HP_0002930,Impaired sensitivity to thyroid hormone,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0002930,,,,
http://purl.obolibrary.org/obo/HP_0008247,Euthyroid hyperthyroxinemia,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0008247,,,,
http://purl.obolibrary.org/obo/HP_0008263,Thyroid defect in oxidation and organification of iodide,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0008263,,,,
http://purl.obolibrary.org/obo/HP_0011789,Impaired sensitivity to thyroid stimulating hormone,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0011789,,,,
http://purl.obolibrary.org/obo/HP_0025482,Positive perchlorate discharge test,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0025482,,,,
http://purl.obolibrary.org/obo/HP_0031221,Abnormal radioactive iodine uptake test result,3,http://purl.obolibrary.org/obo/HP_0000818,http://purl.obolibrary.org/obo/HP_0000820,http://purl.obolibrary.org/obo/HP_0002926,http://purl.obolibrary.org/obo/HP_0031221,,,,
