Term,Label,Shortest Path to Root,Path Node 1,Path Node 2,Path Node 3,Path Node 4,Path Node 5,Path Node 6,Path Node 7,Path Node 8,Path Node 9,Path Node 10,Path Node 11,Path Node 12
http://purl.obolibrary.org/obo/HP_0003388,Easy fatigability,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003388,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003472,Hypocalcemic tetany,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003472,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003474,Somatic sensory dysfunction,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003474,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004408,Abnormality of the sense of smell,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0004408,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009830,Peripheral neuropathy,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011442,Abnormal central motor function,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0011442,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011446,Abnormality of mental function,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0011446,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011730,Abnormal central sensory function,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0011730,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012285,Abnormal hypothalamus physiology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0012285,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012535,Abnormal synaptic transmission,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0012535,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012640,Abnormality of intracranial pressure,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0012640,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012688,Abnormality of pineal physiology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0012688,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012759,Neurodevelopmental abnormality,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0012759,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0025699,Perisylvian FDG hypermetabolism,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0025699,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031910,Abnormal cranial nerve physiology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0031910,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032504,Lhermitte's sign,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0032504,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034482,Abnormal spinal cord physiology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0034482,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100022,Abnormality of movement,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0100022,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410263,Brain imaging abnormality,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0410263,,,,,,,,,
http://purl.obolibrary.org/obo/HP_6000306,Autonomic-voluntary dissociation of facial movements,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_6000306,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000759,Abnormal peripheral nervous system morphology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0000759,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002011,Morphological central nervous system abnormality,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0002011,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004375,Neoplasm of the nervous system,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0004375,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012447,Abnormal myelination,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0012447,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012757,Abnormal neuron morphology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0012757,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100705,Abnormal glial cell morphology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0100705,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410014,Abnormal ganglion morphology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012639,http://purl.obolibrary.org/obo/HP_0410014,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002270,Abnormality of the autonomic nervous system,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0410008,http://purl.obolibrary.org/obo/HP_0002270,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032120,Abnormal peripheral nervous system physiology,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0410008,http://purl.obolibrary.org/obo/HP_0032120,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0410009,Abnormality of the somatic nervous system,2,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0410008,http://purl.obolibrary.org/obo/HP_0410009,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000224,Hypogeusia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0000223,http://purl.obolibrary.org/obo/HP_0000224,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031249,Parageusia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0000223,http://purl.obolibrary.org/obo/HP_0031249,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033847,Phantageusia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0000223,http://purl.obolibrary.org/obo/HP_0033847,,,,,,,,
http://purl.obolibrary.org/obo/HP_0041051,Ageusia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0000223,http://purl.obolibrary.org/obo/HP_0041051,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0002069,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002133,Status epilepticus,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0002133,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002197,Generalized-onset seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0002197,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007359,Focal-onset seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0007359,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011145,Symptomatic seizures,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0011145,,,,,,,,
http://purl.obolibrary.org/obo/HP_0011146,Dialeptic seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0011146,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020207,Reflex seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0020207,,,,,,,,
http://purl.obolibrary.org/obo/HP_0020219,Motor seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0020219,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031951,Nocturnal seizures,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0031951,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032807,Neonatal seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0032807,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032892,Infection-related seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0032892,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033259,Non-motor seizure,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/HP_0033259,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002448,Progressive encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0002448,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002480,Hepatic encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0002480,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006789,Mitochondrial encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0006789,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006846,Acute encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0006846,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006929,Hypoglycemic encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0006929,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006976,Necrotizing encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0006976,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007030,Nonprogressive encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0007030,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007105,Infantile encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0007105,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007239,Congenital encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0007239,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007335,Recurrent encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0007335,,,,,,,,
http://purl.obolibrary.org/obo/HP_0200134,Epileptic encephalopathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/HP_0200134,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030177,Abnormality of peripheral nervous system electrophysiology,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001311,http://purl.obolibrary.org/obo/HP_0030177,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030178,Abnormality of central nervous system electrophysiology,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001311,http://purl.obolibrary.org/obo/HP_0030178,,,,,,,,
http://purl.obolibrary.org/obo/HP_6001108,Local anesthetic ineffectiveness,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0001311,http://purl.obolibrary.org/obo/HP_6001108,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002068,Neuromuscular dysphagia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0002068,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007024,Pseudobulbar paralysis,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0007024,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031146,Impaired oral bolus formation,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0031146,,,,,,,,
http://purl.obolibrary.org/obo/HP_0031162,Impaired oropharyngeal swallow response,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0031162,,,,,,,,
http://purl.obolibrary.org/obo/HP_0032505,Hydrophobia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0032505,,,,,,,,
http://purl.obolibrary.org/obo/HP_0200136,Oral-pharyngeal dysphagia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002015,http://purl.obolibrary.org/obo/HP_0200136,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002193,Pseudobulbar affect,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002200,http://purl.obolibrary.org/obo/HP_0002193,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002076,Migraine,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0002076,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002331,Recurrent paroxysmal headache,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0002331,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012199,Cluster headache,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0012199,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012228,Tension-type headache,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0012228,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012318,Occipital neuralgia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0012318,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012459,Hypnic headache,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0012459,,,,,,,,
http://purl.obolibrary.org/obo/HP_0030907,Thunderclap headache,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0002315,http://purl.obolibrary.org/obo/HP_0030907,,,,,,,,
http://purl.obolibrary.org/obo/HP_0002936,Distal sensory impairment,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003474,http://purl.obolibrary.org/obo/HP_0002936,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010831,Impaired proprioception,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003474,http://purl.obolibrary.org/obo/HP_0010831,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010835,Dissociated sensory loss,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003474,http://purl.obolibrary.org/obo/HP_0010835,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033747,Abnormal exteroceptive sensation,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0003474,http://purl.obolibrary.org/obo/HP_0033747,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000458,Anosmia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0004408,http://purl.obolibrary.org/obo/HP_0000458,,,,,,,,
http://purl.obolibrary.org/obo/HP_0004409,Hyposmia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0004408,http://purl.obolibrary.org/obo/HP_0004409,,,,,,,,
http://purl.obolibrary.org/obo/HP_0033693,Phantosmia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0004408,http://purl.obolibrary.org/obo/HP_0033693,,,,,,,,
http://purl.obolibrary.org/obo/HP_0034004,Parosmia,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0004408,http://purl.obolibrary.org/obo/HP_0034004,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000763,Sensory neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0000763,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001271,Polyneuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0001271,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001301,Chronic sensorineural polyneuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0001301,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003477,Peripheral axonal neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0003477,,,,,,,,
http://purl.obolibrary.org/obo/HP_0003489,Acute episodes of neuropathic symptoms,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0003489,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006865,Sensorimotor polyneuropathy affecting arms more than legs,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0006865,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006903,Congenital peripheral neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0006903,,,,,,,,
http://purl.obolibrary.org/obo/HP_0006949,Episodic peripheral neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0006949,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007108,Demyelinating peripheral neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0007108,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007133,Progressive peripheral neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0007133,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007141,Sensorimotor neuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0007141,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007178,Motor polyneuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0007178,,,,,,,,
http://purl.obolibrary.org/obo/HP_0007327,Mixed demyelinating and axonal polyneuropathy,3,http://purl.obolibrary.org/obo/HP_0000707,http://purl.obolibrary.org/obo/HP_0012638,http://purl.obolibrary.org/obo/HP_0009830,http://purl.obolibrary.org/obo/HP_0007327,,,,,,,,
